#separator:tab
#html:true
#deck column:3
#tags column:4
<b>ps06 · Receivables registration</b><br>方法层面最常见的 3 个跑偏？	<ul><li><b>Part 2 复制 Part 1 再改</b>：两份聚合循环，改一处漏一处。正确做法是只新增&quot;解析/归一化&quot;函数，聚合与渲染复用。</li><li><b>先算完再修</b>：把周末顺延写在聚合之后（对输出行改日期），结果周六组和周一组各自一行。归一化属于解析层，必须在 key 之前。</li><li><b>用 float 存钱、输出时 <code>round</code></b>：<code>0.1 + 0.2</code> 的老问题；面试官对&quot;钱&quot;类题第一眼就看这个。整数分进、整数分出。</li></ul>	Stripe::Loop::电面	stripe-loop ps06 电面
<b>ps07 · Redact Card Numbers from Logs</b><br>这题考的是什么？	从日志这种自由文本里揪出&quot;长得像卡号&quot;的数字片段并打码——先写一个宽松的探测器（找出所有	Stripe::Loop::电面	stripe-loop ps07 电面
<b>ps07 · Redact Card Numbers from Logs</b><br>三步套路？	先认清这是&quot;自由文本扫描&quot;不是&quot;分隔记录解析&quot; → 写一个单趟、只前进不回溯的候选片段扫描器	Stripe::Loop::电面	stripe-loop ps07 电面
<b>ps07 · Redact Card Numbers from Logs</b><br>最值得带走的一个模式？	<b>探测（这段文字长得像卡号）和验证（这确实是卡号）是两个独立的函数</b>——	Stripe::Loop::电面	stripe-loop ps07 电面
<b>ps07 · Redact Card Numbers from Logs</b><br>一句话建模？	这是一个 **&quot;先探测候选（宽松），再验证候选（严格），两层职责分离&quot;的自由文本脱敏	Stripe::Loop::电面	stripe-loop ps07 电面
<b>ps07 · Redact Card Numbers from Logs</b><br>方法层面最常见的 3 个跑偏？	<ul><li><b>一上来就想用一个大正则把探测和验证都塞进去</b>：<code>\d[\d -]{11,23}\d</code> 这类模式在带分隔符规则下容易写出</li><li><b>探测器想一步到位就精确，混入 Luhn/品牌判断</b>：这会让 Part 1 的&quot;故意过度打码&quot;这个教学点消失——</li><li><b>打码时数&quot;保留的字符数&quot;而不是&quot;保留的数字数&quot;</b>：遇到带分组分隔符的号码（尤其 AMEX 的 4-6-5）会</li></ul>	Stripe::Loop::电面	stripe-loop ps07 电面
<b>ps08 · Min/Max with Comparator</b><br>这题考的是什么？	同一件事（找极值）用四种越来越通用的接口表达——固定字段、参数化字段+方向、任意比较器、	Stripe::Loop::电面	stripe-loop ps08 电面
<b>ps08 · Min/Max with Comparator</b><br>三步套路？	先看清&quot;这是一个 O(n) 线性扫描问题，不是排序问题&quot; → Part 1 写死一个 <code>if val &lt; best_val: best = val</code>	Stripe::Loop::电面	stripe-loop ps08 电面
<b>ps08 · Min/Max with Comparator</b><br>最值得带走的一个模式？	<b>一次遍历里&quot;顺手记录 best，只在严格更优时更新&quot;，平局判定自动是&quot;先出现的赢&quot;</b>——	Stripe::Loop::电面	stripe-loop ps08 电面
<b>ps08 · Min/Max with Comparator</b><br>一句话建模？	这是一个 <b>&quot;比较规则的通用性逐级升级&quot;的单趟扫描找极值问题</b>——<code>key/mode</code> 是比较规则	Stripe::Loop::电面	stripe-loop ps08 电面
<b>ps08 · Min/Max with Comparator</b><br>方法层面最常见的 3 个跑偏？	<ul><li><b>每加一个 Part 就多写一次排序</b>：<code>sorted(records, key=...)[0]</code> 能拿到正确答案，但既浪费（只要</li><li><b>把 Part 3 的比较器逻辑焊死在只处理 amount 上</b>：写 <code>extreme_with</code> 时如果内部偷偷假设&quot;一定在比</li><li><b>Part 4 想复用 Part 1-3 的单赢家函数，硬塞一个&quot;是否返回全部&quot;的布尔参数</b>：这会让一个函数同时有两种</li></ul>	Stripe::Loop::电面	stripe-loop ps08 电面
